	Sediment_013	Sediment_014	Sediment_015	Sediment_010	Sediment_011	Sediment_012	Sediment_043	Sediment_044	Sediment_045	Sediment_040	Sediment_041	Sediment_058	Sediment_060	Sediment_055	Sediment_056	Sediment_057	Sediment_004	Sediment_005	Sediment_006	Sediment_001	Sediment_002	Sediment_003	Sediment_007	Sediment_008	Sediment_009	Sediment_034	Sediment_035	Sediment_036	Sediment_031	Sediment_032	Sediment_033	Sediment_037	Sediment_038	Sediment_039	Sediment_049	Sediment_051	Sediment_046	Sediment_047	Sediment_048	Sediment_052	Sediment_053	Sediment_054
ASV.2500	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
ASV.2501	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2502	27	14	22	18	0	0	20	0	9	10	15	4	0	11	8	19	15	35	10	18	10	0	5	0	14	0	9	0	0	0	0	0	0	30	0	12	25	17	24	8	0	0
ASV.2503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
ASV.2504	302	226	478	345	497	453	188	256	133	94	98	242	223	216	288	306	506	483	144	456	457	339	333	221	168	217	111	184	85	324	287	184	179	170	286	422	574	515	232	101	161	176
ASV.2505	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV.2506	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ASV.2507	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
ASV.2508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2509	68	77	59	52	62	0	53	92	54	0	64	54	47	58	0	43	53	90	0	82	43	0	96	70	0	0	61	44	0	0	53	58	48	79	36	87	48	57	70	48	0	65
ASV.251	0	0	0	0	0	0	33	0	0	0	0	17	0	0	17	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2510	108	78	54	0	0	31	0	0	0	0	0	0	24	47	50	45	31	93	0	108	40	74	61	72	62	0	0	0	0	0	57	0	0	0	0	58	97	57	0	41	52	44
ASV.2511	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	13	0	0	0	0	0	0	0	7	0	0	14	9	0	0	14	42	0	0	0	0	11	0
ASV.2512	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2513	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	12	0	7	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	20	0	0	8	14	0
ASV.2514	130	91	0	82	0	41	0	54	37	0	37	37	23	0	0	62	70	83	23	114	58	44	80	82	62	0	47	0	0	0	69	52	0	67	0	89	178	73	78	19	30	28
ASV.2515	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2516	0	0	0	0	0	0	0	0	0	13	0	0	0	7	0	8	0	0	7	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV.2517	123	43	114	52	0	5	0	38	54	0	0	15	0	22	0	0	0	0	24	0	0	6	59	27	0	26	0	0	0	50	5	14	0	0	0	0	0	40	42	7	0	0
ASV.2518	0	0	0	0	23	0	95	25	67	0	56	0	0	0	0	15	0	0	34	0	0	17	0	0	0	113	0	44	214	554	0	0	27	0	0	24	22	0	55	0	36	62
ASV.2519	43	41	0	26	39	39	37	28	29	15	0	31	0	69	29	53	44	74	18	69	0	37	56	61	14	12	0	19	0	14	0	25	0	28	0	0	43	0	32	33	48	40
ASV.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0
ASV.2520	0	0	0	7	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	7	0	32	0	49	0	0	0	0	0	5	0	0	0	22	14	0	0	20	0	6
ASV.2521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	82	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.2522	0	0	12	9	9	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	11	0
ASV.2523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
ASV.2524	26	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0
ASV.2525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0
ASV.2526	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV.2527	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
ASV.2528	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2529	42	27	0	17	31	0	6	0	14	12	54	0	12	0	15	56	23	52	15	20	27	13	67	44	55	0	63	0	0	0	22	14	15	61	13	24	57	29	16	17	26	19
ASV.253	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	330	0	0	0	0	0	11
ASV.2531	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2532	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	16
ASV.2533	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0
ASV.2534	0	0	0	0	0	0	0	0	0	0	0	14	0	0	9	0	0	23	0	0	0	0	0	23	0	0	0	0	0	22	0	0	0	0	9	13	25	0	0	0	0	0
ASV.2535	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0	7	31	0	14	20	0	0	0	20	0	11	0	0	0	0	12	0	0	0	0	17	10	14	0	9	0
ASV.2536	0	0	0	0	0	0	17	57	4	12	97	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	7	26	0	20	0	20	5	55	0	0	0	0	62	0	0	0
ASV.2537	0	0	0	0	0	0	20	0	14	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	32	0	19	11	58	0	12	11	0	0	0	0	0	27	0	0	0
ASV.2538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	3	19	0	0	0	0	0	0	0	0	0
ASV.2539	0	5	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0
ASV.2540	0	0	0	7	13	8	0	0	0	0	0	0	14	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	7	0	0	0	0	0	0
ASV.2541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	86	38	0	0	0	72	0	0	0	0	0	0	0	0	0
ASV.2542	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2543	0	0	0	0	0	51	0	0	16	0	0	0	106	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV.2544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV.2545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	30	0	0	21	12	12	12	11	0	0	0	0	0	0	5	0	0	0	6	16	0	0	11	0	0
ASV.2547	0	0	0	0	0	0	0	39	32	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0
ASV.2548	0	13	0	69	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2549	8	10	0	9	0	17	0	13	0	0	8	30	23	0	18	0	0	0	8	0	21	0	7	15	0	9	8	6	0	0	17	6	0	0	0	0	0	0	0	0	23	0
ASV.255	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2550	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	13	0	0	0	0	7	0	0	0	0	0
ASV.2552	84	60	69	269	23	49	79	104	40	38	93	67	48	30	81	89	40	126	54	54	53	46	54	38	34	82	115	69	49	102	84	88	76	129	56	121	70	82	126	109	112	79
ASV.2553	0	0	31	0	0	15	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	7	0	13	12	0	0	7	0	0	0
ASV.2555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
ASV.2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	75	0	0
ASV.2557	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	17	19	0	0	9	0	0	0
ASV.2558	111	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	83	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	35	0
